[aas@localhost platform-tools]$ ./adb shell getevent -lt /dev/input/event1
[   20130.906476] EV_ABS       ABS_MT_POSITION_Y    000000e4            
[   20130.906479] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20130.906484] EV_SYN       SYN_REPORT           00000000 
           
[   20130.917563] EV_ABS       ABS_MT_POSITION_X    00000208            
[   20130.917572] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[   20130.917576] EV_SYN       SYN_REPORT           00000000 
           
[   20130.928614] EV_ABS       003f                 00000012            
[   20130.928625] EV_ABS       ABS_MT_POSITION_X    0000020c            
[   20130.928631] EV_ABS       ABS_MT_TOUCH_MINOR   0000000c            
[   20130.928635] EV_SYN       SYN_REPORT           00000000 
           
[   20130.939717] EV_ABS       003f                 00000014            
[   20130.939728] EV_ABS       ABS_MT_POSITION_X    00000210            
[   20130.939734] EV_ABS       ABS_MT_TOUCH_MINOR   00000011            
[   20130.939738] EV_SYN       SYN_REPORT           00000000 
           
[   20130.950857] EV_ABS       ABS_MT_POSITION_X    00000214            
[   20130.950865] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[   20130.950871] EV_SYN       SYN_REPORT           00000000 
           
[   20130.961855] EV_ABS       ABS_MT_POSITION_X    00000218            
[   20130.961863] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20130.961867] EV_ABS       ABS_MT_TOUCH_MINOR   0000000d            
[   20130.961871] EV_SYN       SYN_REPORT           00000000 
           
[   20130.972971] EV_ABS       ABS_MT_POSITION_X    0000021b            
[   20130.972980] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[   20130.972984] EV_SYN       SYN_REPORT           00000000 
           
[   20130.984002] EV_ABS       003f                 00000012            
[   20130.984012] EV_ABS       ABS_MT_POSITION_X    0000021e            
[   20130.984018] EV_ABS       ABS_MT_TOUCH_MINOR   00000009            
[   20130.984023] EV_SYN       SYN_REPORT           00000000 
           
[   20130.995116] EV_ABS       ABS_MT_POSITION_X    00000220            
[   20130.995122] EV_ABS       ABS_MT_POSITION_Y    000000e3            
[   20130.995129] EV_SYN       SYN_REPORT           00000000 
           
[   20131.006159] EV_ABS       ABS_MT_POSITION_X    00000222            
[   20131.006165] EV_ABS       ABS_MT_POSITION_Y    000000e2            
[   20131.006172] EV_SYN       SYN_REPORT           00000000 
           
[   20131.017253] EV_ABS       ABS_MT_POSITION_X    00000224            
[   20131.017264] EV_SYN       SYN_REPORT           00000000 
           
[   20131.028309] EV_ABS       003f                 0000000e            
[   20131.028320] EV_ABS       ABS_MT_POSITION_X    00000225            
[   20131.028328] EV_SYN       SYN_REPORT           00000000 
           
[   20131.039419] EV_ABS       ABS_MT_POSITION_X    00000226            
[   20131.039426] EV_ABS       ABS_MT_POSITION_Y    000000e1            
[   20131.039433] EV_SYN       SYN_REPORT           00000000 
           
[   20131.050512] EV_ABS       ABS_MT_POSITION_X    00000227            
[   20131.050519] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[   20131.050525] EV_SYN       SYN_REPORT           00000000 
           
[   20131.061570] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20131.061579] EV_SYN       SYN_REPORT           00000000 
           
[   20131.072615] EV_ABS       003f                 00000012            
[   20131.072632] EV_SYN       SYN_REPORT           00000000 
           
[   20131.116974] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[   20131.116980] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[   20131.116984] EV_SYN       SYN_REPORT           00000000 
           
[   20131.127951] EV_ABS       003f                 00000014            
[   20131.127964] EV_ABS       ABS_MT_TOUCH_MINOR   0000000b            
[   20131.127968] EV_SYN       SYN_REPORT           00000000 
           
[   20131.139196] EV_ABS       003f                 00000012            
[   20131.139211] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20131.139214] EV_ABS       ABS_MT_TOUCH_MINOR   0000000c            
[   20131.139219] EV_SYN       SYN_REPORT           00000000 
           
[   20131.150185] EV_ABS       ABS_MT_POSITION_X    00000226            
[   20131.150193] EV_ABS       ABS_MT_POSITION_Y    000000e2            
[   20131.150198] EV_ABS       ABS_MT_TOUCH_MINOR   0000000f            
[   20131.150203] EV_SYN       SYN_REPORT           00000000 
           
[   20131.161395] EV_ABS       003f                 00000014            
[   20131.161408] EV_ABS       ABS_MT_POSITION_X    00000225            
[   20131.161411] EV_ABS       ABS_MT_POSITION_Y    000000e3            
[   20131.161415] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[   20131.161418] EV_ABS       ABS_MT_TOUCH_MINOR   00000012            
[   20131.161423] EV_SYN       SYN_REPORT           00000000 
           
[   20131.172382] EV_ABS       ABS_MT_POSITION_X    00000224            
[   20131.172388] EV_ABS       ABS_MT_POSITION_Y    000000e5            
[   20131.172394] EV_ABS       ABS_MT_TOUCH_MINOR   00000011            
[   20131.172398] EV_SYN       SYN_REPORT           00000000 
           
[   20131.183396] EV_ABS       ABS_MT_POSITION_X    00000223            
[   20131.183403] EV_ABS       ABS_MT_POSITION_Y    000000e7            
[   20131.183409] EV_ABS       ABS_MT_TOUCH_MINOR   0000000f            
[   20131.183414] EV_SYN       SYN_REPORT           00000000 
           
[   20131.194786] EV_ABS       003f                 00000012            
[   20131.194798] EV_ABS       ABS_MT_POSITION_X    00000222            
[   20131.194802] EV_ABS       ABS_MT_POSITION_Y    000000e9            
[   20131.194808] EV_ABS       ABS_MT_TOUCH_MINOR   0000000d            
[   20131.194812] EV_SYN       SYN_REPORT           00000000 
           
[   20131.206199] EV_ABS       003f                 00000018            
[   20131.206243] EV_ABS       ABS_MT_POSITION_X    00000220            
[   20131.206247] EV_ABS       ABS_MT_POSITION_Y    000000ec            
[   20131.206252] EV_ABS       ABS_MT_TOUCH_MINOR   0000000b            
[   20131.206259] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.206261] EV_ABS       ABS_MT_TRACKING_ID   0000039e            
[   20131.206266] EV_ABS       003f                 00000018            
[   20131.206274] EV_ABS       ABS_MT_POSITION_X    00000234            
[   20131.206277] EV_ABS       ABS_MT_POSITION_Y    00000422            
[   20131.206281] EV_ABS       ABS_MT_TOUCH_MAJOR   00000014            
[   20131.206285] EV_ABS       ABS_MT_TOUCH_MINOR   00000010            
[   20131.206320] EV_SYN       SYN_REPORT           00000000 
           
[   20131.217264] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.217269] EV_ABS       003f                 00000016            
[   20131.217278] EV_ABS       ABS_MT_POSITION_X    0000021f            
[   20131.217282] EV_ABS       ABS_MT_POSITION_Y    000000ef            
[   20131.217287] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[   20131.217296] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.217298] EV_ABS       003f                 00000016            
[   20131.217309] EV_ABS       ABS_MT_TOUCH_MAJOR   00000012            
[   20131.217312] EV_ABS       ABS_MT_TOUCH_MINOR   0000000d            
[   20131.217316] EV_SYN       SYN_REPORT           00000000 
           
[   20131.228566] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.228571] EV_ABS       003f                 0000001e            
[   20131.228580] EV_ABS       ABS_MT_POSITION_X    0000021d            
[   20131.228583] EV_ABS       ABS_MT_POSITION_Y    000000f1            
[   20131.228587] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20131.228598] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.228600] EV_ABS       003f                 0000001e            
[   20131.228607] EV_ABS       ABS_MT_POSITION_X    00000233            
[   20131.228611] EV_ABS       ABS_MT_POSITION_Y    00000421            
[   20131.228614] EV_ABS       ABS_MT_TOUCH_MAJOR   00000014            
[   20131.228620] EV_SYN       SYN_REPORT           00000000 
           
[   20131.239791] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.239797] EV_ABS       ABS_MT_POSITION_X    0000021c            
[   20131.239801] EV_ABS       ABS_MT_POSITION_Y    000000f4            
[   20131.239807] EV_ABS       ABS_MT_TOUCH_MINOR   00000009            
[   20131.239823] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.239825] EV_ABS       ABS_MT_POSITION_Y    00000420            
[   20131.239828] EV_ABS       ABS_MT_TOUCH_MAJOR   00000015            
[   20131.239832] EV_ABS       ABS_MT_TOUCH_MINOR   0000000e            
[   20131.239836] EV_SYN       SYN_REPORT           00000000 
           
[   20131.250930] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.250940] EV_ABS       ABS_MT_POSITION_X    0000021b            
[   20131.250944] EV_ABS       ABS_MT_POSITION_Y    000000f7            
[   20131.250948] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[   20131.250966] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.250968] EV_ABS       ABS_MT_POSITION_Y    0000041f            
[   20131.250971] EV_ABS       ABS_MT_TOUCH_MAJOR   00000013            
[   20131.250975] EV_ABS       ABS_MT_TOUCH_MINOR   0000000f            
[   20131.250979] EV_SYN       SYN_REPORT           00000000 
           
[   20131.262278] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.262283] EV_ABS       003f                 0000001c            
[   20131.262292] EV_ABS       ABS_MT_POSITION_X    00000219            
[   20131.262296] EV_ABS       ABS_MT_POSITION_Y    000000fa            
[   20131.262300] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001c            
[   20131.262310] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.262312] EV_ABS       003f                 0000001c            
[   20131.262321] EV_ABS       ABS_MT_POSITION_Y    0000041e            
[   20131.262325] EV_ABS       ABS_MT_TOUCH_MAJOR   00000016            
[   20131.262328] EV_ABS       ABS_MT_TOUCH_MINOR   00000012            
[   20131.262332] EV_SYN       SYN_REPORT           00000000 
           
[   20131.273658] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.273663] EV_ABS       003f                 0000002a            
[   20131.273671] EV_ABS       ABS_MT_POSITION_X    00000217            
[   20131.273674] EV_ABS       ABS_MT_POSITION_Y    000000fd            
[   20131.273685] EV_ABS       ABS_MT_SLOT          00000001            
[   20131.273687] EV_ABS       003f                 0000002a            
[   20131.273694] EV_ABS       ABS_MT_POSITION_Y    0000041d            
[   20131.273698] EV_ABS       ABS_MT_TOUCH_MINOR   00000016            
[   20131.273701] EV_SYN       SYN_REPORT           00000000 
           
[   20131.284746] EV_ABS       ABS_MT_SLOT          00000000            
[   20131.284751] EV_ABS       003f                 00000040            
