average: 0.011080459

[    6018.418323] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001a            
[    6018.418326] EV_ABS       ABS_MT_TOUCH_MINOR   00000009            
[    6018.418330] EV_SYN       SYN_REPORT           00000000            
[    6018.429396] EV_ABS       003f                 00000010            
[    6018.429407] EV_ABS       ABS_MT_POSITION_X    00000181            
[    6018.429410] EV_ABS       ABS_MT_POSITION_Y    0000021f            
[    6018.429414] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.429419] EV_SYN       SYN_REPORT           00000000            
[    6018.440677] EV_ABS       003f                 0000000e            
[    6018.440698] EV_ABS       ABS_MT_POSITION_X    00000185            
[    6018.440701] EV_ABS       ABS_MT_POSITION_Y    00000225            
[    6018.440707] EV_ABS       ABS_MT_TOUCH_MAJOR   00000016            
[    6018.440716] EV_SYN       SYN_REPORT           00000000            
[    6018.451543] EV_ABS       ABS_MT_POSITION_X    00000188            
[    6018.451552] EV_ABS       ABS_MT_POSITION_Y    0000022a            
[    6018.451555] EV_ABS       ABS_MT_TOUCH_MAJOR   00000017            
[    6018.451562] EV_SYN       SYN_REPORT           00000000            
[    6018.462683] EV_ABS       003f                 00000010            
[    6018.462694] EV_ABS       ABS_MT_POSITION_X    0000018b            
[    6018.462697] EV_ABS       ABS_MT_POSITION_Y    0000022f            
[    6018.462702] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[    6018.462707] EV_SYN       SYN_REPORT           00000000            
[    6018.473737] EV_ABS       003f                 00000012            
[    6018.473749] EV_ABS       ABS_MT_POSITION_X    0000018e            
[    6018.473752] EV_ABS       ABS_MT_POSITION_Y    00000235            
[    6018.473755] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.473758] EV_ABS       ABS_MT_TOUCH_MINOR   0000000c            
[    6018.473763] EV_SYN       SYN_REPORT           00000000            
[    6018.484912] EV_ABS       003f                 00000014            
[    6018.484925] EV_ABS       ABS_MT_POSITION_X    00000192            
[    6018.484928] EV_ABS       ABS_MT_POSITION_Y    0000023b            
[    6018.484931] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001a            
[    6018.484934] EV_ABS       ABS_MT_TOUCH_MINOR   00000012            
[    6018.484939] EV_SYN       SYN_REPORT           00000000            
[    6018.495905] EV_ABS       003f                 00000012            
[    6018.495917] EV_ABS       ABS_MT_POSITION_X    00000196            
[    6018.495921] EV_ABS       ABS_MT_POSITION_Y    00000241            
[    6018.495924] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.495927] EV_ABS       ABS_MT_TOUCH_MINOR   0000000f            
[    6018.495931] EV_SYN       SYN_REPORT           00000000            
[    6018.507052] EV_ABS       ABS_MT_POSITION_X    0000019b            
[    6018.507059] EV_ABS       ABS_MT_POSITION_Y    00000247            
[    6018.507064] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[    6018.507070] EV_SYN       SYN_REPORT           00000000            
[    6018.518001] EV_ABS       003f                 00000014            
[    6018.518012] EV_ABS       ABS_MT_POSITION_X    0000019f            
[    6018.518015] EV_ABS       ABS_MT_POSITION_Y    0000024d            
[    6018.518019] EV_ABS       ABS_MT_TOUCH_MAJOR   00000017            
[    6018.518022] EV_ABS       ABS_MT_TOUCH_MINOR   00000009            
[    6018.518026] EV_SYN       SYN_REPORT           00000000            
[    6018.529127] EV_ABS       003f                 0000000e            
[    6018.529141] EV_ABS       ABS_MT_POSITION_X    000001a3            
[    6018.529144] EV_ABS       ABS_MT_POSITION_Y    00000252            
[    6018.529152] EV_SYN       SYN_REPORT           00000000            
[    6018.540213] EV_ABS       003f                 0000000c            
[    6018.540223] EV_ABS       ABS_MT_POSITION_X    000001a6            
[    6018.540226] EV_ABS       ABS_MT_POSITION_Y    00000257            
[    6018.540229] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.540235] EV_SYN       SYN_REPORT           00000000            
[    6018.551241] EV_ABS       003f                 0000000e            
[    6018.551251] EV_ABS       ABS_MT_POSITION_X    000001a9            
[    6018.551255] EV_ABS       ABS_MT_POSITION_Y    0000025d            
[    6018.551258] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001b            
[    6018.551263] EV_SYN       SYN_REPORT           00000000            
[    6018.562346] EV_ABS       003f                 00000010            
[    6018.562358] EV_ABS       ABS_MT_POSITION_X    000001ac            
[    6018.562361] EV_ABS       ABS_MT_POSITION_Y    00000262            
[    6018.562365] EV_ABS       ABS_MT_TOUCH_MAJOR   00000019            
[    6018.562368] EV_ABS       ABS_MT_TOUCH_MINOR   0000000a            
[    6018.562372] EV_SYN       SYN_REPORT           00000000            
[    6018.573483] EV_ABS       ABS_MT_POSITION_X    000001af            
[    6018.573491] EV_ABS       ABS_MT_POSITION_Y    00000267            
[    6018.573495] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.573498] EV_ABS       ABS_MT_TOUCH_MINOR   0000000c            
[    6018.573503] EV_SYN       SYN_REPORT           00000000            
[    6018.584569] EV_ABS       003f                 00000012            
[    6018.584580] EV_ABS       ABS_MT_POSITION_X    000001b3            
[    6018.584583] EV_ABS       ABS_MT_POSITION_Y    0000026c            
[    6018.584586] EV_ABS       ABS_MT_TOUCH_MAJOR   00000017            
[    6018.584589] EV_ABS       ABS_MT_TOUCH_MINOR   00000012            
[    6018.584593] EV_SYN       SYN_REPORT           00000000            
[    6018.595696] EV_ABS       003f                 00000014            
[    6018.595710] EV_ABS       ABS_MT_POSITION_X    000001b7            
[    6018.595714] EV_ABS       ABS_MT_POSITION_Y    00000272            
[    6018.595719] EV_ABS       ABS_MT_TOUCH_MINOR   0000000f            
[    6018.595723] EV_SYN       SYN_REPORT           00000000            
[    6018.606743] EV_ABS       003f                 00000012            
[    6018.606755] EV_ABS       ABS_MT_POSITION_X    000001bb            
[    6018.606761] EV_ABS       ABS_MT_POSITION_Y    00000277            
[    6018.606766] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.606771] EV_ABS       ABS_MT_TOUCH_MINOR   0000000b            
[    6018.606775] EV_SYN       SYN_REPORT           00000000            
[    6018.617822] EV_ABS       ABS_MT_POSITION_X    000001bf            
[    6018.617830] EV_ABS       ABS_MT_POSITION_Y    0000027d            
[    6018.617833] EV_ABS       ABS_MT_TOUCH_MAJOR   0000001a            
[    6018.617836] EV_ABS       ABS_MT_TOUCH_MINOR   00000009            
[    6018.617841] EV_SYN       SYN_REPORT           00000000            
[    6018.628853] EV_ABS       003f                 00000010            
[    6018.628866] EV_ABS       ABS_MT_POSITION_X    000001c2            
[    6018.628869] EV_ABS       ABS_MT_POSITION_Y    00000282            
[    6018.628873] EV_ABS       ABS_MT_TOUCH_MAJOR   00000018            
[    6018.628878] EV_SYN       SYN_REPORT           00000000            
[    6018.640074] EV_ABS       ABS_MT_POSITION_X    000001c5            
[    6018.640081] EV_ABS       ABS_MT_POSITION_Y    00000287            
[    6018.640085] EV_ABS       ABS_MT_TOUCH_MAJOR   00000017            
[    6018.640092] EV_SYN       SYN_REPORT           00000000            
[    6018.650999] EV_ABS       003f                 0000000e            
[    6018.651014] EV_ABS       ABS_MT_POSITION_X    000001c8            
[    6018.651019] EV_ABS       ABS_MT_POSITION_Y    0000028c            
